Date,CailKey,Expiry,Tenor,Data
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::7Y::NORMAL.MID,20Y,7Y,65.04
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::2Y::NORMAL.MID,25Y,2Y,70.13
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::1Y::NORMAL.MID,1Y,1Y,108.24000000000001
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::25Y::NORMAL.MID,1Y,25Y,90.08
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::15Y::NORMAL.MID,20Y,15Y,56.0
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::20Y::NORMAL.MID,25Y,20Y,49.08
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::25Y::NORMAL.MID,2M,25Y,90.46000000000001
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::3Y::NORMAL.MID,2M,3Y,111.95
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::7Y::NORMAL.MID,2Y,7Y,98.84
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::9Y::NORMAL.MID,2Y,9Y,97.26
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::25Y::NORMAL.MID,3M,25Y,90.03
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::6Y::NORMAL.MID,20Y,6Y,66.53
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::40Y::NORMAL.MID,30Y,40Y,37.99
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::40Y::NORMAL.MID,10Y,40Y,60.559999999999995
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::40Y::NORMAL.MID,9M,40Y,87.96
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::40Y::NORMAL.MID,6M,40Y,88.31
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::40Y::NORMAL.MID,3M,40Y,90.01
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::40Y::NORMAL.MID,8Y,40Y,65.14
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::40Y::NORMAL.MID,25Y,40Y,41.87
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::40Y::NORMAL.MID,9Y,40Y,62.88
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::40Y::NORMAL.MID,1Y,40Y,87.16
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::40Y::NORMAL.MID,6Y,40Y,70.42
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::40Y::NORMAL.MID,1M,40Y,89.02
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::40Y::NORMAL.MID,20Y,40Y,46.39
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::40Y::NORMAL.MID,3Y,40Y,79.86
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::40Y::NORMAL.MID,2M,40Y,89.52
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::40Y::NORMAL.MID,4Y,40Y,76.69
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::40Y::NORMAL.MID,7Y,40Y,67.33
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::40Y::NORMAL.MID,15Y,40Y,52.28
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::40Y::NORMAL.MID,18M,40Y,85.58
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::40Y::NORMAL.MID,5Y,40Y,73.37
20231207,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::40Y::NORMAL.MID,2Y,40Y,83.38
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::4Y::NORMAL.MID,4Y,4Y,94.53
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::5Y::NORMAL.MID,4Y,5Y,93.9
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::30Y::NORMAL.MID,5Y,30Y,75.97
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::15Y::NORMAL.MID,6M,15Y,93.55000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::30Y::NORMAL.MID,6Y,30Y,72.89999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::5Y::NORMAL.MID,6Y,5Y,89.17
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::7Y::NORMAL.MID,7Y,7Y,84.81
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::9Y::NORMAL.MID,7Y,9Y,83.12
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::1Y::NORMAL.MID,10Y,1Y,87.63
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::25Y::NORMAL.MID,10Y,25Y,65.25999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::10Y::NORMAL.MID,10Y,10Y,75.64
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::2Y::NORMAL.MID,10Y,2Y,87.50000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::3Y::NORMAL.MID,10Y,3Y,85.08
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::4Y::NORMAL.MID,10Y,4Y,83.4
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::5Y::NORMAL.MID,10Y,5Y,81.58
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::15Y::NORMAL.MID,10Y,15Y,70.46000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::10Y::NORMAL.MID,2Y,10Y,95.91000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::30Y::NORMAL.MID,2Y,30Y,85.03
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::1Y::NORMAL.MID,30Y,1Y,66.91
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::3Y::NORMAL.MID,30Y,3Y,64.8
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::7Y::NORMAL.MID,10Y,7Y,79.00000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::8Y::NORMAL.MID,10Y,8Y,78.06
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::9Y::NORMAL.MID,10Y,9Y,76.92
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::25Y::NORMAL.MID,9Y,25Y,67.77
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::6Y::NORMAL.MID,10Y,6Y,80.30000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::5Y::NORMAL.MID,1Y,5Y,103.08
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::10Y::NORMAL.MID,20Y,10Y,61.04
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::25Y::NORMAL.MID,2Y,25Y,86.27
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::5Y::NORMAL.MID,2Y,5Y,98.89999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::7Y::NORMAL.MID,30Y,7Y,56.28
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::6Y::NORMAL.MID,3Y,6Y,95.99999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::10Y::NORMAL.MID,4Y,10Y,91.11
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::15Y::NORMAL.MID,6Y,15Y,80.41
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::10Y::NORMAL.MID,8Y,10Y,80.12
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::2Y::NORMAL.MID,3M,2Y,112.58000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::9Y::NORMAL.MID,3M,9Y,97.82000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::15Y::NORMAL.MID,4Y,15Y,86.38
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::15Y::NORMAL.MID,1Y,15Y,93.53999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::1Y::NORMAL.MID,5Y,1Y,95.84
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::4Y::NORMAL.MID,5Y,4Y,92.21
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::30Y::NORMAL.MID,10Y,30Y,63.559999999999995
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::6Y::NORMAL.MID,2M,6Y,102.4
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::6Y::NORMAL.MID,2Y,6Y,98.49
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::10Y::20Y::NORMAL.MID,10Y,20Y,67.26
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::3Y::NORMAL.MID,9Y,3Y,86.7
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::30Y::NORMAL.MID,30Y,30Y,41.54
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::30Y::NORMAL.MID,3M,30Y,89.83
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::20Y::NORMAL.MID,3Y,20Y,85.60999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::30Y::NORMAL.MID,3Y,30Y,82.06
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::5Y::NORMAL.MID,8Y,5Y,85.11
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::3Y::NORMAL.MID,9M,3Y,109.14999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::30Y::NORMAL.MID,9Y,30Y,65.88
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::20Y::NORMAL.MID,8Y,20Y,71.6
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::8Y::NORMAL.MID,4Y,8Y,92.31
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::20Y::NORMAL.MID,5Y,20Y,79.76
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::6Y::NORMAL.MID,6M,6Y,103.02000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::10Y::NORMAL.MID,6Y,10Y,85.31
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::5Y::NORMAL.MID,15Y,5Y,73.88
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::25Y::NORMAL.MID,18M,25Y,88.19
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::6Y::NORMAL.MID,9M,6Y,102.27999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::2Y::NORMAL.MID,9Y,2Y,88.92999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::15Y::NORMAL.MID,9M,15Y,93.99
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::20Y::NORMAL.MID,9M,20Y,91.63
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::4Y::NORMAL.MID,9Y,4Y,85.46
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::10Y::NORMAL.MID,30Y,10Y,51.93
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::15Y::NORMAL.MID,30Y,15Y,47.04
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::2Y::NORMAL.MID,30Y,2Y,66.84
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::2Y::NORMAL.MID,9M,2Y,110.91
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::1Y::NORMAL.MID,9Y,1Y,89.14
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::25Y::NORMAL.MID,1M,25Y,87.03
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::25Y::NORMAL.MID,25Y,25Y,46.97
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::30Y::NORMAL.MID,4Y,30Y,79.16
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::10Y::NORMAL.MID,5Y,10Y,87.96
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::5Y::NORMAL.MID,5Y,5Y,91.5
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::25Y::NORMAL.MID,6M,25Y,89.55
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::4Y::NORMAL.MID,6M,4Y,106.85
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::30Y::NORMAL.MID,7Y,30Y,70.07000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::4Y::NORMAL.MID,7Y,4Y,88.12
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::20Y::NORMAL.MID,15Y,20Y,59.17
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::9Y::NORMAL.MID,15Y,9Y,68.13
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::1Y::NORMAL.MID,18M,1Y,106.09
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::18M::8Y::NORMAL.MID,18M,8Y,98.28999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::6Y::NORMAL.MID,7Y,6Y,85.89
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::4Y::NORMAL.MID,30Y,4Y,62.410000000000004
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::15Y::NORMAL.MID,3M,15Y,93.57000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::7Y::NORMAL.MID,3Y,7Y,95.45
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::3Y::NORMAL.MID,2Y,3Y,101.91000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::9Y::NORMAL.MID,30Y,9Y,52.63999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::20Y::NORMAL.MID,3M,20Y,90.38
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::6Y::NORMAL.MID,3M,6Y,103.13
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::8Y::NORMAL.MID,3M,8Y,99.72
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::8Y::NORMAL.MID,15Y,8Y,69.43
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::4Y::NORMAL.MID,1M,4Y,106.47999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::4Y::NORMAL.MID,3M,4Y,107.93
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::2Y::NORMAL.MID,3Y,2Y,100.33999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::4Y::NORMAL.MID,20Y,4Y,70.13
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::7Y::NORMAL.MID,25Y,7Y,59.78
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::5Y::NORMAL.MID,9M,5Y,104.02
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::1Y::NORMAL.MID,8Y,1Y,90.62
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::25Y::NORMAL.MID,7Y,25Y,71.75
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::30Y::NORMAL.MID,8Y,30Y,67.85000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::9Y::NORMAL.MID,8Y,9Y,81.07
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::1Y::NORMAL.MID,9M,1Y,106.16000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::4Y::NORMAL.MID,9M,4Y,106.37
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::25Y::NORMAL.MID,6Y,25Y,74.61
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::2Y::NORMAL.MID,6Y,2Y,93.83000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::3Y::NORMAL.MID,6Y,3Y,92.09
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::3Y::NORMAL.MID,1Y,3Y,107.56
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::20Y::1Y::NORMAL.MID,20Y,1Y,74.67999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::10Y::NORMAL.MID,25Y,10Y,56.0
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::6Y::NORMAL.MID,6Y,6Y,88.00999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::5Y::NORMAL.MID,7Y,5Y,86.99
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,100.50999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::8Y::NORMAL.MID,1Y,8Y,99.13999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::9Y::NORMAL.MID,1Y,9Y,97.89000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::6Y::NORMAL.MID,8Y,6Y,83.99000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::30Y::NORMAL.MID,9M,30Y,88.78
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::6Y::NORMAL.MID,9Y,6Y,82.50999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::9Y::NORMAL.MID,5Y,9Y,88.88
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::3Y::NORMAL.MID,6M,3Y,108.67999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::25Y::NORMAL.MID,4Y,25Y,81.11999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::7Y::NORMAL.MID,5Y,7Y,89.91000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::8Y::NORMAL.MID,5Y,8Y,89.35000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::15Y::NORMAL.MID,2Y,15Y,91.17
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::30Y::6Y::NORMAL.MID,30Y,6Y,57.99
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::8Y::NORMAL.MID,9Y,8Y,80.12
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::10Y::NORMAL.MID,15Y,10Y,67.39
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::7Y::NORMAL.MID,15Y,7Y,70.85000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::10Y::NORMAL.MID,1M,10Y,93.33
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::9Y::NORMAL.MID,1M,9Y,95.36
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::7Y::NORMAL.MID,2M,7Y,100.42999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2M::9Y::NORMAL.MID,2M,9Y,96.64
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::1Y::NORMAL.MID,2Y,1Y,104.39999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::4Y::NORMAL.MID,2Y,4Y,100.28999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::1Y::NORMAL.MID,3Y,1Y,100.58
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::25Y::NORMAL.MID,3Y,25Y,83.68
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::20Y::NORMAL.MID,4Y,20Y,82.88
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::4Y::6Y::NORMAL.MID,4Y,6Y,93.36
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::1Y::NORMAL.MID,6M,1Y,102.22
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::5Y::NORMAL.MID,6M,5Y,104.56
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::25Y::6Y::NORMAL.MID,25Y,6Y,61.440000000000005
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::5Y::NORMAL.MID,3M,5Y,104.72
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::9Y::NORMAL.MID,3Y,9Y,94.55
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::3Y::NORMAL.MID,3Y,3Y,98.77000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::25Y::NORMAL.MID,8Y,25Y,69.63
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::2Y::NORMAL.MID,8Y,2Y,90.39
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::8Y::3Y::NORMAL.MID,8Y,3Y,88.22999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::2Y::20Y::NORMAL.MID,2Y,20Y,88.27
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3M::3Y::NORMAL.MID,3M,3Y,111.03
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::3Y::10Y::NORMAL.MID,3Y,10Y,93.77
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::30Y::NORMAL.MID,15Y,30Y,55.38
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::3Y::NORMAL.MID,15Y,3Y,77.92999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::9Y::NORMAL.MID,9Y,9Y,79.3
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::8Y::NORMAL.MID,6Y,8Y,86.54
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::7Y::NORMAL.MID,6Y,7Y,87.14
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::15Y::NORMAL.MID,7Y,15Y,77.35
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::8Y::NORMAL.MID,7Y,8Y,83.81
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::1Y::NORMAL.MID,7Y,1Y,92.33999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::15Y::NORMAL.MID,15Y,15Y,62.46
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::15Y::4Y::NORMAL.MID,15Y,4Y,76.35000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::5Y::NORMAL.MID,1M,5Y,102.16
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,96.99
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,101.79
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6Y::20Y::NORMAL.MID,6Y,20Y,76.79
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::20Y::NORMAL.MID,7Y,20Y,73.94
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::7Y::3Y::NORMAL.MID,7Y,3Y,90.08
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::5Y::3Y::NORMAL.MID,5Y,3Y,93.88000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::10Y::NORMAL.MID,6M,10Y,96.29
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::6M::2Y::NORMAL.MID,6M,2Y,109.94999999999999
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9M::8Y::NORMAL.MID,9M,8Y,99.52000000000001
20231208,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::9Y::20Y::NORMAL.MID,9Y,20Y,69.68
